Modelo,Almacenamiento,PrecioB2B,PrecioB2C,Tipo,Pantalla,Año,Procesador,descripcion,tipo,pantalla,procesador,año,almacenamiento,preciob2b,preciob2c
"MacBook Pro (16 pulgadas, 2023) A2780 M2 Max 12 Core CPU 38 Core GPU",512GB,920,,Mac,16 pulgadas,2023.0,M2 Max,"MacBook Pro (16 pulgadas, 2023) A2780 M2 Max 12 Core CPU 38 Core GPU",Mac,16 Pulgadas,M2 Max,2023,512 GB,920.0,
"MacBook Pro (14 pulgadas, 2023) A2779 M2 Max 12 Core CPU 30 Core GPU",8TB,910,,Mac,14 pulgadas,2023.0,M2 Max,"MacBook Pro (14 pulgadas, 2023) A2779 M2 Max 12 Core CPU 30 Core GPU",Mac,14 Pulgadas,M2 Max,2023,8 TB,910.0,
"MacBook Pro (14 pulgadas, 2023) A2779 M2 Max 12 Core CPU 38 Core GPU",8TB,910,,Mac,14 pulgadas,2023.0,M2 Max,"MacBook Pro (14 pulgadas, 2023) A2779 M2 Max 12 Core CPU 38 Core GPU",Mac,14 Pulgadas,M2 Max,2023,8 TB,910.0,
"MacBook Pro (16 pulgadas, 2023) A2780 M2 Pro 12 Core CPU 19 Core GPU",4TB,870,,Mac,16 pulgadas,2023.0,M2 Pro,"MacBook Pro (16 pulgadas, 2023) A2780 M2 Pro 12 Core CPU 19 Core GPU",Mac,16 Pulgadas,M2 Pro,2023,4 TB,870.0,
"MacBook Pro (14 pulgadas, 2023) A2779 M2 Max 12 Core CPU 38 Core GPU",4TB,840,,Mac,14 pulgadas,2023.0,M2 Max,"MacBook Pro (14 pulgadas, 2023) A2779 M2 Max 12 Core CPU 38 Core GPU",Mac,14 Pulgadas,M2 Max,2023,4 TB,840.0,
"MacBook Pro (14 pulgadas, 2023) A2779 M2 Max 12 Core CPU 30 Core GPU",4TB,835,,Mac,14 pulgadas,2023.0,M2 Max,"MacBook Pro (14 pulgadas, 2023) A2779 M2 Max 12 Core CPU 30 Core GPU",Mac,14 Pulgadas,M2 Max,2023,4 TB,835.0,
"MacBook Pro (16 pulgadas, 2023) A2780 M2 Max 12 Core CPU 30 Core GPU",512GB,830,,Mac,16 pulgadas,2023.0,M2 Max,"MacBook Pro (16 pulgadas, 2023) A2780 M2 Max 12 Core CPU 30 Core GPU",Mac,16 Pulgadas,M2 Max,2023,512 GB,830.0,
"MacBook Pro (14 pulgadas, 2023) A2779 M2 Pro 10 Core CPU 16 Core GPU",8TB,830,,Mac,14 pulgadas,2023.0,M2 Pro,"MacBook Pro (14 pulgadas, 2023) A2779 M2 Pro 10 Core CPU 16 Core GPU",Mac,14 Pulgadas,M2 Pro,2023,8 TB,830.0,
"MacBook Pro (14 pulgadas, 2023) A2779 M2 Pro 12 Core CPU 10 Core GPU",8TB,830,,Mac,14 pulgadas,2023.0,M2 Pro,"MacBook Pro (14 pulgadas, 2023) A2779 M2 Pro 12 Core CPU 10 Core GPU",Mac,14 Pulgadas,M2 Pro,2023,8 TB,830.0,
"MacBook Pro (16 pulgadas, 2023) A2780 M2 Pro 12 Core CPU 19 Core GPU",2TB,790,,Mac,16 pulgadas,2023.0,M2 Pro,"MacBook Pro (16 pulgadas, 2023) A2780 M2 Pro 12 Core CPU 19 Core GPU",Mac,16 Pulgadas,M2 Pro,2023,2 TB,790.0,
"MacBook Pro (14 pulgadas, 2023) A2779 M2 Max 12 Core CPU 38 Core GPU",2TB,780,,Mac,14 pulgadas,2023.0,M2 Max,"MacBook Pro (14 pulgadas, 2023) A2779 M2 Max 12 Core CPU 38 Core GPU",Mac,14 Pulgadas,M2 Max,2023,2 TB,780.0,
"MacBook Pro (14 pulgadas, 2023) A2779 M2 Max 12 Core CPU 30 Core GPU",2TB,775,,Mac,14 pulgadas,2023.0,M2 Max,"MacBook Pro (14 pulgadas, 2023) A2779 M2 Max 12 Core CPU 30 Core GPU",Mac,14 Pulgadas,M2 Max,2023,2 TB,775.0,
"MacBook Pro (14 pulgadas, 2023) A2779 M2 Max 12 Core CPU 38 Core GPU",1TB,765,,Mac,14 pulgadas,2023.0,M2 Max,"MacBook Pro (14 pulgadas, 2023) A2779 M2 Max 12 Core CPU 38 Core GPU",Mac,14 Pulgadas,M2 Max,2023,1 TB,765.0,
"MacBook Pro (14 pulgadas, 2023) A2779 M2 Pro 10 Core CPU 16 Core GPU",4TB,760,,Mac,14 pulgadas,2023.0,M2 Pro,"MacBook Pro (14 pulgadas, 2023) A2779 M2 Pro 10 Core CPU 16 Core GPU",Mac,14 Pulgadas,M2 Pro,2023,4 TB,760.0,
"MacBook Pro (14 pulgadas, 2023) A2779 M2 Pro 12 Core CPU 19 Core GPU",4TB,760,,Mac,14 pulgadas,2023.0,M2 Pro,"MacBook Pro (14 pulgadas, 2023) A2779 M2 Pro 12 Core CPU 19 Core GPU",Mac,14 Pulgadas,M2 Pro,2023,4 TB,760.0,
"MacBook Pro (14 pulgadas, 2023) A2779 M2 Max 12 Core CPU 30 Core GPU",1TB,755,,Mac,14 pulgadas,2023.0,M2 Max,"MacBook Pro (14 pulgadas, 2023) A2779 M2 Max 12 Core CPU 30 Core GPU",Mac,14 Pulgadas,M2 Max,2023,1 TB,755.0,
"MacBook Pro (16 pulgadas, 2023) A2780 M2 Pro 12 Core CPU 19 Core GPU",1TB,740,,Mac,16 pulgadas,2023.0,M2 Pro,"MacBook Pro (16 pulgadas, 2023) A2780 M2 Pro 12 Core CPU 19 Core GPU",Mac,16 Pulgadas,M2 Pro,2023,1 TB,740.0,
"MacBook Pro (14 pulgadas, 2023) A2779 M2 Max 12 Core CPU 38 Core GPU",512GB,720,,Mac,14 pulgadas,2023.0,M2 Max,"MacBook Pro (14 pulgadas, 2023) A2779 M2 Max 12 Core CPU 38 Core GPU",Mac,14 Pulgadas,M2 Max,2023,512 GB,720.0,
"MacBook Pro (14 pulgadas, 2023) A2779 M2 Max 12 Core CPU 30 Core GPU",512GB,705,,Mac,14 pulgadas,2023.0,M2 Max,"MacBook Pro (14 pulgadas, 2023) A2779 M2 Max 12 Core CPU 30 Core GPU",Mac,14 Pulgadas,M2 Max,2023,512 GB,705.0,
"MacBook Pro (14 pulgadas, 2023) A2779 M2 Pro 10 Core CPU 16 Core GPU",2TB,685,,Mac,14 pulgadas,2023.0,M2 Pro,"MacBook Pro (14 pulgadas, 2023) A2779 M2 Pro 10 Core CPU 16 Core GPU",Mac,14 Pulgadas,M2 Pro,2023,2 TB,685.0,
"MacBook Pro (14 pulgadas, 2023) A2779 M2 Pro 12 Core CPU 19 Core GPU",2TB,685,,Mac,14 pulgadas,2023.0,M2 Pro,"MacBook Pro (14 pulgadas, 2023) A2779 M2 Pro 12 Core CPU 19 Core GPU",Mac,14 Pulgadas,M2 Pro,2023,2 TB,685.0,
"MacBook Pro (16 pulgadas, 2023) A2780 M2 Pro 10 Core CPU 16 Core GPU",512GB,640,,Mac,16 pulgadas,2023.0,M2 Pro,"MacBook Pro (16 pulgadas, 2023) A2780 M2 Pro 10 Core CPU 16 Core GPU",Mac,16 Pulgadas,M2 Pro,2023,512 GB,640.0,
"MacBook Pro (14 pulgadas, 2023) A2779 M2 Pro 12 Core CPU 19 Core GPU",1TB,630,,Mac,14 pulgadas,2023.0,M2 Pro,"MacBook Pro (14 pulgadas, 2023) A2779 M2 Pro 12 Core CPU 19 Core GPU",Mac,14 Pulgadas,M2 Pro,2023,1 TB,630.0,
"MacBook Pro (14 pulgadas, 2023) A2779 M2 Pro 10 Core CPU 16 Core GPU",1TB,565,,Mac,14 pulgadas,2023.0,M2 Pro,"MacBook Pro (14 pulgadas, 2023) A2779 M2 Pro 10 Core CPU 16 Core GPU",Mac,14 Pulgadas,M2 Pro,2023,1 TB,565.0,
"MacBook Pro (14 pulgadas, 2023) A2779 M2 Pro 12 Core CPU 19 Core GPU",512GB,505,,Mac,14 pulgadas,2023.0,M2 Pro,"MacBook Pro (14 pulgadas, 2023) A2779 M2 Pro 12 Core CPU 19 Core GPU",Mac,14 Pulgadas,M2 Pro,2023,512 GB,505.0,
"MacBook Pro (14 pulgadas, 2023) A2779 M2 Pro 10 Core CPU 16 Core GPU",512GB,415,,Mac,14 pulgadas,2023.0,M2 Pro,"MacBook Pro (14 pulgadas, 2023) A2779 M2 Pro 10 Core CPU 16 Core GPU",Mac,14 Pulgadas,M2 Pro,2023,512 GB,415.0,
"MacBook Pro (13 pulgadas, 2022) A2338 M2 8 Core CPU 10 Core GPU",2TB,520,,Mac,13 pulgadas,2022.0,M2,"MacBook Pro (13 pulgadas, 2022) A2338 M2 8 Core CPU 10 Core GPU",Mac,13 Pulgadas,M2,2022,2 TB,520.0,
"MacBook Pro (13 pulgadas, 2022) A2338 M2 8 Core CPU 10 Core GPU",1TB,435,,Mac,13 pulgadas,2022.0,M2,"MacBook Pro (13 pulgadas, 2022) A2338 M2 8 Core CPU 10 Core GPU",Mac,13 Pulgadas,M2,2022,1 TB,435.0,
"MacBook Pro (13 pulgadas, 2022) A2338 M2 8 Core CPU 10 Core GPU",512GB,410,,Mac,13 pulgadas,2022.0,M2,"MacBook Pro (13 pulgadas, 2022) A2338 M2 8 Core CPU 10 Core GPU",Mac,13 Pulgadas,M2,2022,512 GB,410.0,
"MacBook Pro (13 pulgadas, 2022) A2338 M2 8 Core CPU 10 Core GPU",256GB,345,,Mac,13 pulgadas,2022.0,M2,"MacBook Pro (13 pulgadas, 2022) A2338 M2 8 Core CPU 10 Core GPU",Mac,13 Pulgadas,M2,2022,256 GB,345.0,
"MacBook Pro (16 pulgadas, 2021) A2485 M1 Max 10 Core CPU 32 Core GPU",8TB,600,,Mac,16 pulgadas,2021.0,M1 Max,"MacBook Pro (16 pulgadas, 2021) A2485 M1 Max 10 Core CPU 32 Core GPU",Mac,16 Pulgadas,M1 Max,2021,8 TB,600.0,
"MacBook Pro (16 pulgadas, 2021) A2485 M1 Max 10 Core CPU 24 Core GPU",8TB,590,,Mac,16 pulgadas,2021.0,M1 Max,"MacBook Pro (16 pulgadas, 2021) A2485 M1 Max 10 Core CPU 24 Core GPU",Mac,16 Pulgadas,M1 Max,2021,8 TB,590.0,
"MacBook Pro (16 pulgadas, 2021) A2485 M1 Pro 10 Core CPU16 Core GPU",8TB,585,,Mac,16 pulgadas,2021.0,M1 Pro,"MacBook Pro (16 pulgadas, 2021) A2485 M1 Pro 10 Core CPU16 Core GPU",Mac,16 Pulgadas,M1 Pro,2021,8 TB,585.0,
"MacBook Pro (16 pulgadas, 2021) A2485 M1 Max 10 Core CPU 32 Core GPU",4TB,565,,Mac,16 pulgadas,2021.0,M1 Max,"MacBook Pro (16 pulgadas, 2021) A2485 M1 Max 10 Core CPU 32 Core GPU",Mac,16 Pulgadas,M1 Max,2021,4 TB,565.0,
"MacBook Pro (16 pulgadas, 2021) A2485 M1 Max 10 Core CPU 24 Core GPU",4TB,540,,Mac,16 pulgadas,2021.0,M1 Max,"MacBook Pro (16 pulgadas, 2021) A2485 M1 Max 10 Core CPU 24 Core GPU",Mac,16 Pulgadas,M1 Max,2021,4 TB,540.0,
"MacBook Pro (16 pulgadas, 2021) A2485 M1 Pro 10 Core CPU16 Core GPU",4TB,535,,Mac,16 pulgadas,2021.0,M1 Pro,"MacBook Pro (16 pulgadas, 2021) A2485 M1 Pro 10 Core CPU16 Core GPU",Mac,16 Pulgadas,M1 Pro,2021,4 TB,535.0,
"MacBook Pro (14 pulgadas, 2021) A2442 M1 Max 10 Core CPU 32 Core GPU",8TB,530,,Mac,14 pulgadas,2021.0,M1 Max,"MacBook Pro (14 pulgadas, 2021) A2442 M1 Max 10 Core CPU 32 Core GPU",Mac,14 Pulgadas,M1 Max,2021,8 TB,530.0,
"MacBook Pro (16 pulgadas, 2021) A2485 M1 Max 10 Core CPU 32 Core GPU",2TB,525,,Mac,16 pulgadas,2021.0,M1 Max,"MacBook Pro (16 pulgadas, 2021) A2485 M1 Max 10 Core CPU 32 Core GPU",Mac,16 Pulgadas,M1 Max,2021,2 TB,525.0,
"MacBook Pro (14 pulgadas, 2021) A2442 M1 Max 10 Core CPU 24 Core GPU",8TB,505,,Mac,14 pulgadas,2021.0,M1 Max,"MacBook Pro (14 pulgadas, 2021) A2442 M1 Max 10 Core CPU 24 Core GPU",Mac,14 Pulgadas,M1 Max,2021,8 TB,505.0,
"MacBook Pro (16 pulgadas, 2021) A2485 M1 Max 10 Core CPU 24 Core GPU",2TB,500,,Mac,16 pulgadas,2021.0,M1 Max,"MacBook Pro (16 pulgadas, 2021) A2485 M1 Max 10 Core CPU 24 Core GPU",Mac,16 Pulgadas,M1 Max,2021,2 TB,500.0,
"MacBook Pro (16 pulgadas, 2021) A2485 M1 Max 10 Core CPU 32 Core GPU",1TB,480,,Mac,16 pulgadas,2021.0,M1 Max,"MacBook Pro (16 pulgadas, 2021) A2485 M1 Max 10 Core CPU 32 Core GPU",Mac,16 Pulgadas,M1 Max,2021,1 TB,480.0,
"MacBook Pro (14 pulgadas, 2021) A2442 M1 Max 10 Core CPU 32 Core GPU",4TB,480,,Mac,14 pulgadas,2021.0,M1 Max,"MacBook Pro (14 pulgadas, 2021) A2442 M1 Max 10 Core CPU 32 Core GPU",Mac,14 Pulgadas,M1 Max,2021,4 TB,480.0,
"MacBook Pro (16 pulgadas, 2021) A2485 M1 Pro 10 Core CPU 16 Core GPU",2TB,470,,Mac,16 pulgadas,2021.0,M1 Pro,"MacBook Pro (16 pulgadas, 2021) A2485 M1 Pro 10 Core CPU 16 Core GPU",Mac,16 Pulgadas,M1 Pro,2021,2 TB,470.0,
"MacBook Pro (16 pulgadas, 2021) A2485 M1 Max 10 Core CPU 24 Core GPU",1TB,470,,Mac,16 pulgadas,2021.0,M1 Max,"MacBook Pro (16 pulgadas, 2021) A2485 M1 Max 10 Core CPU 24 Core GPU",Mac,16 Pulgadas,M1 Max,2021,1 TB,470.0,
"MacBook Pro (14 pulgadas, 2021) A2442 M1 Pro 10 Core CPU 16 Core GPU",8TB,465,,Mac,14 pulgadas,2021.0,M1 Pro,"MacBook Pro (14 pulgadas, 2021) A2442 M1 Pro 10 Core CPU 16 Core GPU",Mac,14 Pulgadas,M1 Pro,2021,8 TB,465.0,
"MacBook Pro (14 pulgadas, 2021) A2442 M1 Max 10 Core CPU 24 Core GPU",4TB,460,,Mac,14 pulgadas,2021.0,M1 Max,"MacBook Pro (14 pulgadas, 2021) A2442 M1 Max 10 Core CPU 24 Core GPU",Mac,14 Pulgadas,M1 Max,2021,4 TB,460.0,
"MacBook Pro (16 pulgadas, 2021) A2485 M1 Pro 10 Core CPU 16 Core GPU",1TB,460,,Mac,16 pulgadas,2021.0,M1 Pro,"MacBook Pro (16 pulgadas, 2021) A2485 M1 Pro 10 Core CPU 16 Core GPU",Mac,16 Pulgadas,M1 Pro,2021,1 TB,460.0,
"MacBook Pro (14 pulgadas, 2021) A2442 M1 Max 10 Core CPU 32 Core GPU",2TB,435,,Mac,14 pulgadas,2021.0,M1 Max,"MacBook Pro (14 pulgadas, 2021) A2442 M1 Max 10 Core CPU 32 Core GPU",Mac,14 Pulgadas,M1 Max,2021,2 TB,435.0,
"MacBook Pro (14 pulgadas, 2021) A2442 M1 Max 10 Core CPU 24 Core GPU",2TB,425,,Mac,14 pulgadas,2021.0,M1 Max,"MacBook Pro (14 pulgadas, 2021) A2442 M1 Max 10 Core CPU 24 Core GPU",Mac,14 Pulgadas,M1 Max,2021,2 TB,425.0,
"MacBook Pro (16 pulgadas, 2021) A2485 M1 Max 10 Core CPU 24 Core GPU",512GB,415,,Mac,16 pulgadas,2021.0,M1 Max,"MacBook Pro (16 pulgadas, 2021) A2485 M1 Max 10 Core CPU 24 Core GPU",Mac,16 Pulgadas,M1 Max,2021,512 GB,415.0,
"MacBook Pro (16 pulgadas, 2021) A2485 M1 Max 10 Core CPU 32 Core GPU",512GB,415,,Mac,16 pulgadas,2021.0,M1 Max,"MacBook Pro (16 pulgadas, 2021) A2485 M1 Max 10 Core CPU 32 Core GPU",Mac,16 Pulgadas,M1 Max,2021,512 GB,415.0,
"MacBook Pro (16 pulgadas, 2021) A2485 M1 Pro 10 Core CPU 16 Core GPU",512GB,410,,Mac,16 pulgadas,2021.0,M1 Pro,"MacBook Pro (16 pulgadas, 2021) A2485 M1 Pro 10 Core CPU 16 Core GPU",Mac,16 Pulgadas,M1 Pro,2021,512 GB,410.0,
"MacBook Pro (14 pulgadas, 2021) A2442 M1 Max 10 Core CPU 32 Core GPU",1TB,405,,Mac,14 pulgadas,2021.0,M1 Max,"MacBook Pro (14 pulgadas, 2021) A2442 M1 Max 10 Core CPU 32 Core GPU",Mac,14 Pulgadas,M1 Max,2021,1 TB,405.0,
"MacBook Pro (14 pulgadas, 2021) A2442 M1 Max 10 Core CPU 24 Core GPU",1TB,395,,Mac,14 pulgadas,2021.0,M1 Max,"MacBook Pro (14 pulgadas, 2021) A2442 M1 Max 10 Core CPU 24 Core GPU",Mac,14 Pulgadas,M1 Max,2021,1 TB,395.0,
"MacBook Pro (14 pulgadas, 2021) A2442 M1 Pro 10 Core CPU 14 Core GPU",8TB,390,,Mac,14 pulgadas,2021.0,M1 Pro,"MacBook Pro (14 pulgadas, 2021) A2442 M1 Pro 10 Core CPU 14 Core GPU",Mac,14 Pulgadas,M1 Pro,2021,8 TB,390.0,
"MacBook Pro (14 pulgadas, 2021) A2442 M1 Pro 10 Core CPU 16 Core GPU",4TB,390,,Mac,14 pulgadas,2021.0,M1 Pro,"MacBook Pro (14 pulgadas, 2021) A2442 M1 Pro 10 Core CPU 16 Core GPU",Mac,14 Pulgadas,M1 Pro,2021,4 TB,390.0,
"MacBook Pro (14 pulgadas, 2021) A2442 M1 Pro 10 Core CPU 16 Core GPU",2TB,370,,Mac,14 pulgadas,2021.0,M1 Pro,"MacBook Pro (14 pulgadas, 2021) A2442 M1 Pro 10 Core CPU 16 Core GPU",Mac,14 Pulgadas,M1 Pro,2021,2 TB,370.0,
"MacBook Pro (14 pulgadas, 2021) A2442 M1 Pro 8 Core CPU 14 Core GPU",8TB,370,,Mac,14 pulgadas,2021.0,M1 Pro,"MacBook Pro (14 pulgadas, 2021) A2442 M1 Pro 8 Core CPU 14 Core GPU",Mac,14 Pulgadas,M1 Pro,2021,8 TB,370.0,
"MacBook Pro (14 pulgadas, 2021) A2442 M1 Pro 10 Core CPU 14 Core GPU",4TB,365,,Mac,14 pulgadas,2021.0,M1 Pro,"MacBook Pro (14 pulgadas, 2021) A2442 M1 Pro 10 Core CPU 14 Core GPU",Mac,14 Pulgadas,M1 Pro,2021,4 TB,365.0,
"MacBook Pro (14 pulgadas, 2021) A2442 M1 Pro 10 Core CPU 16 Core GPU",1TB,355,,Mac,14 pulgadas,2021.0,M1 Pro,"MacBook Pro (14 pulgadas, 2021) A2442 M1 Pro 10 Core CPU 16 Core GPU",Mac,14 Pulgadas,M1 Pro,2021,1 TB,355.0,
"MacBook Pro (14 pulgadas, 2021) A2442 M1 Pro 8 Core CPU 14 Core GPU",4TB,350,,Mac,14 pulgadas,2021.0,M1 Pro,"MacBook Pro (14 pulgadas, 2021) A2442 M1 Pro 8 Core CPU 14 Core GPU",Mac,14 Pulgadas,M1 Pro,2021,4 TB,350.0,
"MacBook Pro (14 pulgadas, 2021) A2442 M1 Pro 10 Core CPU 14 Core GPU",1TB,345,,Mac,14 pulgadas,2021.0,M1 Pro,"MacBook Pro (14 pulgadas, 2021) A2442 M1 Pro 10 Core CPU 14 Core GPU",Mac,14 Pulgadas,M1 Pro,2021,1 TB,345.0,
"MacBook Pro (14 pulgadas, 2021) A2442 M1 Pro 10 Core CPU 14 Core GPU",2TB,345,,Mac,14 pulgadas,2021.0,M1 Pro,"MacBook Pro (14 pulgadas, 2021) A2442 M1 Pro 10 Core CPU 14 Core GPU",Mac,14 Pulgadas,M1 Pro,2021,2 TB,345.0,
"MacBook Pro (14 pulgadas, 2021) A2442 M1 Pro 8 Core CPU 14 Core GPU",2TB,335,,Mac,14 pulgadas,2021.0,M1 Pro,"MacBook Pro (14 pulgadas, 2021) A2442 M1 Pro 8 Core CPU 14 Core GPU",Mac,14 Pulgadas,M1 Pro,2021,2 TB,335.0,
"MacBook Pro (14 pulgadas, 2021) A2442 M1 Pro 8 Core CPU 14 Core GPU",1TB,330,,Mac,14 pulgadas,2021.0,M1 Pro,"MacBook Pro (14 pulgadas, 2021) A2442 M1 Pro 8 Core CPU 14 Core GPU",Mac,14 Pulgadas,M1 Pro,2021,1 TB,330.0,
"MacBook Pro (14 pulgadas, 2021) A2442 M1 Max 10 Core CPU 24 Core GPU",512GB,320,,Mac,14 pulgadas,2021.0,M1 Max,"MacBook Pro (14 pulgadas, 2021) A2442 M1 Max 10 Core CPU 24 Core GPU",Mac,14 Pulgadas,M1 Max,2021,512 GB,320.0,
"MacBook Pro (14 pulgadas, 2021) A2442 M1 Max 10 Core CPU 32 Core GPU",512GB,320,,Mac,14 pulgadas,2021.0,M1 Max,"MacBook Pro (14 pulgadas, 2021) A2442 M1 Max 10 Core CPU 32 Core GPU",Mac,14 Pulgadas,M1 Max,2021,512 GB,320.0,
"MacBook Pro (14 pulgadas, 2021) A2442 M1 Pro 10 Core CPU 14 Core GPU",512GB,285,,Mac,14 pulgadas,2021.0,M1 Pro,"MacBook Pro (14 pulgadas, 2021) A2442 M1 Pro 10 Core CPU 14 Core GPU",Mac,14 Pulgadas,M1 Pro,2021,512 GB,285.0,
"MacBook Pro (14 pulgadas, 2021) A2442 M1 Pro 10 Core CPU 16 Core GPU",512GB,285,,Mac,14 pulgadas,2021.0,M1 Pro,"MacBook Pro (14 pulgadas, 2021) A2442 M1 Pro 10 Core CPU 16 Core GPU",Mac,14 Pulgadas,M1 Pro,2021,512 GB,285.0,
"MacBook Pro (14 pulgadas, 2021) A2442 M1 Pro 8 Core CPU 14 Core GPU",512GB,285,,Mac,14 pulgadas,2021.0,M1 Pro,"MacBook Pro (14 pulgadas, 2021) A2442 M1 Pro 8 Core CPU 14 Core GPU",Mac,14 Pulgadas,M1 Pro,2021,512 GB,285.0,
"MacBook Pro (13 pulgadas, 2020) A2338 M1 8 Core CPU 8 Core GPU",2TB,310,,Mac,13 pulgadas,2020.0,M1,"MacBook Pro (13 pulgadas, 2020) A2338 M1 8 Core CPU 8 Core GPU",Mac,13 Pulgadas,M1,2020,2 TB,310.0,
"MacBook Pro (13 pulgadas, 2020) A2338 M1 8 Core CPU 8 Core GPU",1TB,305,,Mac,13 pulgadas,2020.0,M1,"MacBook Pro (13 pulgadas, 2020) A2338 M1 8 Core CPU 8 Core GPU",Mac,13 Pulgadas,M1,2020,1 TB,305.0,
"MacBook Pro (13 pulgadas, 2020) A2338 M1 8 Core CPU 8 Core GPU",512GB,275,,Mac,13 pulgadas,2020.0,M1,"MacBook Pro (13 pulgadas, 2020) A2338 M1 8 Core CPU 8 Core GPU",Mac,13 Pulgadas,M1,2020,512 GB,275.0,
"MacBook Pro (13 pulgadas, 2020) A2338 M1 8 Core CPU 8 Core GPU",256GB,255,,Mac,13 pulgadas,2020.0,M1,"MacBook Pro (13 pulgadas, 2020) A2338 M1 8 Core CPU 8 Core GPU",Mac,13 Pulgadas,M1,2020,256 GB,255.0,
"MacBook Pro (13 pulgadas, 2020, cuatro puertos Thunderbolt 3) A2251 Core i7 2.3",4TB,280,,Mac,13 pulgadas,2020.0,Core I7 2.3,"MacBook Pro (13 pulgadas, 2020, cuatro puertos Thunderbolt 3) A2251 Core i7 2.3",Mac,13 Pulgadas,Core I7 2.3,2020,4 TB,280.0,
"MacBook Pro (13 pulgadas, 2020, cuatro puertos Thunderbolt 3) A2251 Core i7 2.3",2TB,275,,Mac,13 pulgadas,2020.0,Core I7 2.3,"MacBook Pro (13 pulgadas, 2020, cuatro puertos Thunderbolt 3) A2251 Core i7 2.3",Mac,13 Pulgadas,Core I7 2.3,2020,2 TB,275.0,
"MacBook Pro (13 pulgadas, 2020, dos puertos Thunderbolt 3) A2289 Core i7 1.7",2TB,265,,Mac,13 pulgadas,2020.0,Core I7 1.7,"MacBook Pro (13 pulgadas, 2020, dos puertos Thunderbolt 3) A2289 Core i7 1.7",Mac,13 Pulgadas,Core I7 1.7,2020,2 TB,265.0,
"MacBook Pro (13 pulgadas, 2020, cuatro puertos Thunderbolt 3) A2251 Core i7 2.3",1TB,260,,Mac,13 pulgadas,2020.0,Core I7 2.3,"MacBook Pro (13 pulgadas, 2020, cuatro puertos Thunderbolt 3) A2251 Core i7 2.3",Mac,13 Pulgadas,Core I7 2.3,2020,1 TB,260.0,
"MacBook Pro (13 pulgadas, 2020, cuatro puertos Thunderbolt 3) A2251 Core i7 2.3",512GB,260,,Mac,13 pulgadas,2020.0,Core I7 2.3,"MacBook Pro (13 pulgadas, 2020, cuatro puertos Thunderbolt 3) A2251 Core i7 2.3",Mac,13 Pulgadas,Core I7 2.3,2020,512 GB,260.0,
"MacBook Pro (13 pulgadas, 2020, dos puertos Thunderbolt 3) A2289 Core i7 1.7",1TB,235,,Mac,13 pulgadas,2020.0,Core I7 1.7,"MacBook Pro (13 pulgadas, 2020, dos puertos Thunderbolt 3) A2289 Core i7 1.7",Mac,13 Pulgadas,Core I7 1.7,2020,1 TB,235.0,
"MacBook Pro (13 pulgadas, 2020, dos puertos Thunderbolt 3) A2289 Core i7 1.7",512GB,230,,Mac,13 pulgadas,2020.0,Core I7 1.7,"MacBook Pro (13 pulgadas, 2020, dos puertos Thunderbolt 3) A2289 Core i7 1.7",Mac,13 Pulgadas,Core I7 1.7,2020,512 GB,230.0,
"MacBook Pro (13 pulgadas, 2020, cuatro puertos Thunderbolt 3) A2251 Core i5 2.0",4TB,225,,Mac,13 pulgadas,2020.0,Core I5 2.0,"MacBook Pro (13 pulgadas, 2020, cuatro puertos Thunderbolt 3) A2251 Core i5 2.0",Mac,13 Pulgadas,Core I5 2.0,2020,4 TB,225.0,
"MacBook Pro (13 pulgadas, 2020, cuatro puertos Thunderbolt 3) A2251 Core i5 2.0",2TB,220,,Mac,13 pulgadas,2020.0,Core I5 2.0,"MacBook Pro (13 pulgadas, 2020, cuatro puertos Thunderbolt 3) A2251 Core i5 2.0",Mac,13 Pulgadas,Core I5 2.0,2020,2 TB,220.0,
"MacBook Pro (13 pulgadas, 2020, dos puertos Thunderbolt 3) A2289 Core i5 1.4",2TB,220,,Mac,13 pulgadas,2020.0,Core I5 1.4,"MacBook Pro (13 pulgadas, 2020, dos puertos Thunderbolt 3) A2289 Core i5 1.4",Mac,13 Pulgadas,Core I5 1.4,2020,2 TB,220.0,
"MacBook Pro (13 pulgadas, 2020, dos puertos Thunderbolt 3) A2289 Core i7 1.7",256GB,220,,Mac,13 pulgadas,2020.0,Core I7 1.7,"MacBook Pro (13 pulgadas, 2020, dos puertos Thunderbolt 3) A2289 Core i7 1.7",Mac,13 Pulgadas,Core I7 1.7,2020,256 GB,220.0,
"MacBook Pro (13 pulgadas, 2020, cuatro puertos Thunderbolt 3) A2251 Core i5 2.0",1TB,205,,Mac,13 pulgadas,2020.0,Core I5 2.0,"MacBook Pro (13 pulgadas, 2020, cuatro puertos Thunderbolt 3) A2251 Core i5 2.0",Mac,13 Pulgadas,Core I5 2.0,2020,1 TB,205.0,
"MacBook Pro (13 pulgadas, 2020, dos puertos Thunderbolt 3) A2289 Core i5 1.4",1TB,205,,Mac,13 pulgadas,2020.0,Core I5 1.4,"MacBook Pro (13 pulgadas, 2020, dos puertos Thunderbolt 3) A2289 Core i5 1.4",Mac,13 Pulgadas,Core I5 1.4,2020,1 TB,205.0,
